pair_id,dataset,ku_source,raw_api,canonical_api,canonical_owner,resolution_status,graph_eligible,reference,reference_origin,reference_locator,official_reference_available,ku,identified_relevance,relevant_groundtruth,resolution_candidates,resolution_reason,symbol_artifact,knowledge_entity_id,knowledge_entity_kind,corpus_eligible
SMACK-0065,smack,TU,MultiUserChat,org.jivesoftware.smackx.muc.MultiUserChat,org.jivesoftware.smackx.muc.MultiUserChat,resolved,1,"A MultiUserChat room (XEP-45), created with MultiUserChatManager.getMultiUserChat(EntityBareJid). A MultiUserChat is a conversation that takes place among many users in a virtual room. A room could have many occupants with different affiliation and roles. Possible affiliations are ""owner"", ""admin"", ""member"", and ""outcast"". Possible roles are ""moderator"", ""participant"", and ""visitor"". Each role and affiliation guarantees different privileges (e.g. Send messages to all occupants, Kick participants and visitors, Grant voice, Edit member list, etc.). Note: Make sure to leave the MUC (leave()) when you don't need it anymore or otherwise you may leak the instance.",dataset_re,data/RE_reference/RE-smack.csv,1,"###  Discover MUC support

Description

A user may want to discover if one of the user's contacts supports the Multi-User Chat protocol.

Usage

In order to discover if one of the user's contacts supports MUC just send  MultiUserChat.isServiceEnabled(Connection connection, String user)  to the  MultiUserChat  class where user is a fully qualified XMPP ID, e.g. jdoe@example.com. You will receive a boolean indicating whether the user supports MUC or not.

Examples

In this example we can see how to discover support of MUC: 

> 
>           // Discover whether user3@host.org supports MUC or not
>     boolean supports = MultiUserChat.isServiceEnabled(conn, ""user3@host.org/Smack"");
>",1,1,org.jivesoftware.smackx.muc.MultiUserChat,dataset canonical hint exactly matches an authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.muc.MultiUserChat,resolved_api,1
SMACK-0066,smack,TU,MultiUserChat,org.jivesoftware.smackx.muc.MultiUserChat,org.jivesoftware.smackx.muc.MultiUserChat,resolved,1,"A MultiUserChat room (XEP-45), created with MultiUserChatManager.getMultiUserChat(EntityBareJid). A MultiUserChat is a conversation that takes place among many users in a virtual room. A room could have many occupants with different affiliation and roles. Possible affiliations are ""owner"", ""admin"", ""member"", and ""outcast"". Possible roles are ""moderator"", ""participant"", and ""visitor"". Each role and affiliation guarantees different privileges (e.g. Send messages to all occupants, Kick participants and visitors, Grant voice, Edit member list, etc.). Note: Make sure to leave the MUC (leave()) when you don't need it anymore or otherwise you may leak the instance.",dataset_re,data/RE_reference/RE-smack.csv,1,"###  Start a private chat

Description

A room occupant may want to start a private chat with another room occupant even though they don't know the fully qualified XMPP ID (e.g. jdoe@example.com) of each other.

Usage

To create a private chat with another room occupant just send  MultiUserChat.createPrivateChat(String participant)  to the  MultiUserChat  that you used to join the room. The parameter participant is the occupant unique room JID (e.g. 'darkcave@macbeth.shakespeare.lit/Paul'). You will receive a regular  Chat  object that you can use to chat with the other room occupant.

Examples

In this example we can see how to start a private chat with another room occupant: 

> 
>           // Start a private chat with another participant
>     Chat chat = muc2.createPrivateChat(""myroom@conference.jabber.org/johndoe"");
>     chat.sendMessage(""Hello there"");
>",1,1,org.jivesoftware.smackx.muc.MultiUserChat,dataset canonical hint exactly matches an authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.muc.MultiUserChat,resolved_api,1
SMACK-0067,smack,SO,FileTransferManager,org.jivesoftware.smackx.filetransfer.FileTransferManager,org.jivesoftware.smackx.filetransfer.FileTransferManager,resolved,1,"The file transfer manager class handles the sending and receiving of files. To send a file invoke the createOutgoingFileTransfer(EntityFullJid) method. And to receive a file add a file transfer listener to the manager. The listener will notify you when there is a new file transfer request. To create the IncomingFileTransfer object accept the transfer, or, if the transfer is not desirable reject it.",dataset_re,data/RE_reference/RE-smack.csv,1,"Sending inline images using Smack XMPP 

I am about to create a simple xmpp java client application and for this I am considering to use the Smack XMPP library, which works pretty well.

One feature of the client should be to send inline images to your chatpartner. I browsed through the javadoc of SMACK but I was not able to find how it's possible to send images or in general binary data with SMACK/XMPP. I am not talking about a standard file transfer that the receiving user has to accept, but rather an image which can be sent within a message. Is this possible with SMACK/XMPP? Can anybody provide an example?

You can just make it accepted by default (the user won't be prompted) by using smth like:
    
    
    final FileTransferManager manager = new FileTransferManager(connection); //Use your xmpp connection
    manager.addFileTransferListener(new FileTransferListener() {
    public void fileTransferRequest(FileTransferRequest request) {
    IncomingFileTransfer transfer = request.accept();
    try {
    InputStream input = transfer.recieveFile();
    //This will be a binary stream and you can process it. Create image and display it inline in your chat app.
    } catch (XMPPException e) {
    e.printStackTrace();
    }
    }
    }",1,1,org.jivesoftware.smackx.filetransfer.FileTransferManager,dataset canonical hint exactly matches an authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.filetransfer.FileTransferManager,resolved_api,1
SMACK-0068,smack,SO,Connection,org.jivesoftware.smack.Connection,org.jivesoftware.smack.Connection,resolved,1,"Smack client connection object that opens an XMPP session using a connection configuration such as host, port, and service name.",qwen3.8-max-correction,model:qwen3.8-max,0,"MultipleChatUser XMPP asmack join 

I am new to this OpenFire and asmack, i want the user to have a functionality of Multi Users Chatting so i searched around and i found MUC i have implemented this for creating a room and sending invitation to other users these works, other user receives the invitation but the other user is not able to join the room.

I am doing this on other user invitation receiving

Here connection is the connection of this user and room is the room name that we getting in invitation.

MultiUserChat muc3 = new MultiUserChat(connection,room);

muc3.join(""testbot3"");

testbot3 is just some random name.

But this throws 404 error.

Do i need to join the user before sending the invitation i.e if A user sending invitation to B , before invitation sent do A needs to join these users by default to room and then it depends on B to decline or just keep quite.

What i am doing is B receives invitation from A in that InvitationListner of B i am trying to join with the above code.

I have been trying for long now i am not sure what is going wrong, some one can give a sample code of how to do this it would be great help for me.

Thanks

Here is more information on my issue

As i go and check on Openfire i can see the room created by the user and he has been added himself as an owner so i dont think so it would be an issue with room getting created.

May be this can be an issue with room getting locked, as i have read through the room is locked when the room is not completely created , i guess this is an issue with form filling when we create the room, i am not filling in the password in the form can this be an issue ?

Please see the following code below inside the handler i am calling a method ""checkInvitation"" which does the same as above code posted still i get 404. Can you please tell me what i wrong in my code.

Do the nickname that needs to be added can be anything or it needs to something user specific ?

public void createChatroom(){
    
    
     MultiUserChat muc = null;
    try {
    muc = new MultiUserChat(connection, ""myroom@conference.localhost"");
    muc.create(""testbot"");
    // Get the the room's configuration form
    Form form = muc.getConfigurationForm();
    // Create a new form to submit based on the original form
    Form submitForm = form.createAnswerForm();
    // Add default answers to the form to submit
    for (Iterator fields = form.getFields(); fields.hasNext();) {
    FormField field = (FormField) fields.next();
    if (!FormField.TYPE_HIDDEN.equals(field.getType()) && field.getVariable() != null) {
    // Sets the default value as the answer
    submitForm.setDefaultAnswer(field.getVariable());
    }
    }
    // Sets the new owner of the room
    List owners = new ArrayList();
    owners.add(""admin@localhost"");
    submitForm.setAnswer(""muc#roomconfig_roomowners"", owners);
    // Send the completed form (with default values) to the server to configure the room
    muc.sendConfigurationForm(submitForm);
    muc.join(""d"");
    muc.invite(""b@localhost"", ""Meet me in this excellent room"");
    muc.addInvitationRejectionListener(new InvitationRejectionListener() {
    public void invitationDeclined(String invitee, String reason) {
    // Do whatever you need here...
    System.out.println(""Initee ""+invitee+"" reason""+reason);
    }
    });
    } catch (XMPPException e) {
    // TODO Auto-generated catch block
    e.printStackTrace();
    }
    }
    public void setConnection(XMPPConnection connection) {
    this.connection = connection;
    if (connection != null) {
    // Add a packet listener to get messages sent to us
    PacketFilter filter = new MessageTypeFilter(Message.Type.chat);
    connection.addPacketListener(new PacketListener() {
    public void processPacket(Packet packet) {
    Message message = (Message) packet;
    if (message.getBody() != null) {
    String fromName = StringUtils.parseBareAddress(message
    .getFrom());
    Log.i(""XMPPClient"", ""Got text ["" + message.getBody()
    + ""] from ["" + fromName + ""]"");
    messages.add(fromName + "":"");
    messages.add(message.getBody());
    // Add the incoming message to the list view
    mHandler.post(new Runnable() {
    public void run() {
    setListAdapter();
    checkInvitation();
    }
    });
    }
    }
    }, filter);
    mHandler.post(new Runnable() {
    public void run() {
    checkInvitation();
    }
    });
    }
    }
    

The 404 error indicates that:
    
    
    404 error can occur if the room does not exist or is locked
    

So, ensure that your room is not locked or existed! The code below is how I join the room when there's an in-comming invitation:
    
    
    private void setChatRoomInvitationListener() {
    MultiUserChat.addInvitationListener(mXmppConnection,
    new InvitationListener() {
    @Override
    public void invitationReceived(Connection connection,
    String room, String inviter, String reason,
    String unKnown, Message message) {
    //MultiUserChat.decline(mXmppConnection, room, inviter,
    // ""Don't bother me right now"");
    // MultiUserChat.decline(mXmppConnection, room, inviter,
    // ""Don't bother me right now"");
    try {
    muc.join(""test-nick-name"");
    Log.e(""abc"",""join room successfully"");
    muc.sendMessage(""I joined this room!! Bravo!!"");
    } catch (XMPPException e) {
    e.printStackTrace();
    Log.e(""abc"",""join room failed!"");
    }
    }
    });
    }
    

Hope this helps your error!

Edit:this is how I config the room:
    
    
     /*
    * Create room
    */
    muc.create(roomName);
    // muc.sendConfigurationForm(new Form(Form.TYPE_SUBMIT));
    Form form = muc.getConfigurationForm();
    Form submitForm = form.createAnswerForm();
    for (Iterator fields = form.getFields(); fields.hasNext();) {
    FormField field = (FormField) fields.next();
    if (!FormField.TYPE_HIDDEN.equals(field.getType())
    && field.getVariable() != null) {
    show(""field: "" + field.getVariable());
    // Sets the default value as the answer
    submitForm.setDefaultAnswer(field.getVariable());
    }
    }
    List owners = new ArrayList();
    owners.add(DataConfig.USERNAME + ""@"" + DataConfig.SERVICE);
    submitForm.setAnswer(""muc#roomconfig_roomowners"", owners);
    submitForm.setAnswer(""muc#roomconfig_roomname"", roomName);
    submitForm.setAnswer(""muc#roomconfig_persistentroom"", true);
    muc.sendConfigurationForm(submitForm);
    // submitForm.
    show(""created room!"");
    muc.addMessageListener(new PacketListener() {
    @Override
    public void processPacket(Packet packet) {
    show(packet.toXML());
    Message mess = (Message) packet;
    showMessageToUI(mess.getFrom() + "": "" + mess.getBody());
    }
    });
    

With this cofiguration, I can join a room easily without password.",1,1,org.jivesoftware.smack.Connection,unique authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smack.Connection,resolved_api,1
SMACK-0069,smack,SO,Chat,org.jivesoftware.smack.Chat,org.jivesoftware.smack.Chat,resolved,1,Deprecated.? use org.jivesoftware.smack.chat2.Chat from smack-extensions instead.,dataset_re,data/RE_reference/RE-smack.csv,1,"Sending messages to specific Smack domains after initial broadcast message 

I'm creating an instant messaging client using Smack 3.1.0 and Java. The problem I'm running in to has to do with sending messages to the user on a specific domain.

For example, I have two users, 1@gmail.com and 2@gmail.com. 1@gmail.com logs in to XMPP through my IM client. 2@gmail.com logs in to GChat through gmail.com AND a second time through pidgin. So now I have one instance of 1@gmail.com and 2 instances of 2@gmail.com.

The way gmail works, if 1@gmail.com sends a message to 2@gmail.com, the gmail and the pidgin client both get the initial message. But then if the gmail instance responds to the message, every message from then on only goes between 1@gmail.com and the gmail instance of 2@gmail.com.

I would like to mimic this behavior with my IM client. I would think the way to do it would be to set up a Chat, send the initial IM to all instances of the recipient. Then I'd set up a MessageListener to listen for a response. When I get the response, I'd have to create a new chat, specifying the 2@gmail.com/resource. But then I'd have to write the MessageListener twice. Any ideas? Here's some sample code that I'm using (the method `AddText()` simply appends the message to my conversation pane):
    
    
    recipient = buddy;
    setTitle(""Instant Message - ""+recipient);
    chat = com.andreaslekas.pim.PIM.connection.getChatManager().createChat(recipient.getUser(), new MessageListener() {
    public void processMessage(Chat chat, Message msg) {
    //if(chat.getParticipant().indexOf('/')!=-1)
    addText(msg.getBody(), chat.getParticipant(), true);
    }
    });
    

UPDATE I wanted to supplement the answer below with actual code that I used to make this work:
    
    
    chat = com.andreaslekas.pim.PIM.connection.getChatManager().createChat(recipient.getUser(), new MessageListener() {
    public void processMessage(Chat new_chat, Message msg) {
    if(msg.getFrom().replaceFirst(""/.*"", """").equals(recipient.getUser()))
    {
    if(buddy_resource==null || !msg.getFrom().replaceFirst("".*?/"", """").equals(buddy_resource.getResource()))
    {
    buddy_resource = recipient.getResource(msg.getFrom().replaceFirst("".*?/"", """"));
    chat = null;
    chat = com.andreaslekas.pim.PIM.connection.getChatManager().createChat(recipient.getUser()+""/""+buddy_resource.getResource(), new MessageListener(){
    public void processMessage(Chat new_chat2, Message msg) {
    addText(msg.getBody(), new_chat2.getParticipant(), true);
    }
    });
    }
    addText(msg.getBody(), chat.getParticipant(), true);
    }
    }
    });
    

To summarize, I send the first message to all resources of the recipient's address and wait for a response. When I get the response, I replace the current `Chat` object with a new one that specifies the individual resource that responded to the initial message. The code is a little messy with two different `MessageListener` objects that could probably be combined into a new class. But it works.

So far I understood Message Carbon (XEP - 0280) will solve your problem. If you enable carbon it will distribute messages to all logged resources of a user. In your case if 1@gmail.com send message to 2@gmail.com it will be distributed to all logged resources of 2@gmail.com. Here's a code sample using smack,
    
    
    CarbonManager cm = CarbonManager.getInstanceFor(connection);
    cm.enableCarbons();
    cm.sendCarbonsEnabled();
    

First make sure that your server is supported Message Carbon. Then send message as usual.",1,0,org.jivesoftware.smack.Chat,unique authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smack.Chat,resolved_api,1
SMACK-0070,smack,TU,Form,org.jivesoftware.smackx.Form,org.jivesoftware.smackx.Form,resolved,1,"Represents a Form for gathering data. The form could be of the following types: form ? Indicates a form to fill out. submit ? The form is filled out, and this is the data that is being returned from the form. cancel ? The form was cancelled. Tell the asker that piece of information. result ? Data results being returned from a search, or some other query. Depending of the form's type different operations are available. For example, it's only possible to set answers if the form is of type ""submit"".",dataset_re,data/RE_reference/RE-smack.csv,1,"### Answer a Form - part 2

Once the form has been completed we will want to send it back in a message. Send  Form.getDataFormToSend()  to the form and add the answer as an extension to the message to send back.

Examples

In this example we can see how to retrieve a form to fill out, complete the form and send it back: 

> 
>           // Get the message with the form to fill out
>     Message msg2 = chat2.nextMessage();
>     // Retrieve the form to fill out from the message
>     Form formToRespond = Form.getFormFrom(msg2);
>     // Obtain the form to send with the replies
>     Form completedForm = formToRespond.createAnswerForm();
>     // Add the answers to the form
>     completedForm.setAnswer(""name"", ""Credit card number invalid"");
>     completedForm.setAnswer(
>     ""description"",
>     ""The ATM says that my credit card number is invalid. What's going on?"");
>     msg2 = chat2.createMessage();
>     msg2.setBody(""To enter a case please fill out this form and send it back to me"");
>     // Add the completed form to the message to send back
>     msg2.addExtension(completedForm.getDataFormToSend());
>     // Send the message with the completed form
>     chat2.sendMessage(msg2);
>",1,1,org.jivesoftware.smackx.Form,unique authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.Form,resolved_api,1
SMACK-0071,smack,TU,FileTransferManager,org.jivesoftware.smackx.filetransfer.FileTransferManager,org.jivesoftware.smackx.filetransfer.FileTransferManager,resolved,1,"The file transfer manager class handles the sending and receiving of files. To send a file invoke the createOutgoingFileTransfer(EntityFullJid) method. And to receive a file add a file transfer listener to the manager. The listener will notify you when there is a new file transfer request. To create the IncomingFileTransfer object accept the transfer, or, if the transfer is not desirable reject it.",dataset_re,data/RE_reference/RE-smack.csv,1,"###  Send a file to another user

Description

A user may wish to send a file to another user. The other user has the option of acception, rejecting, or ignoring the users request. Smack provides a simple interface in order to enable the user to easily send a file. Usage

In order to send a file you must first construct an instance of the  FileTransferManager  class. This class has one constructor with one parameter which is your Connection. In order to instantiate the manager you should call  new FileTransferManager.FileTransferManager(connection) 

Once you have your  FileTransferManager  you will need to create an outgoing file transfer to send a file. The method to use on the  FileTransferManager  is the  FileTransferManager.createOutgoingFileTransfer(userID)  method. The userID you provide to this method is the fully-qualified jabber ID of the user you wish to send the file to. A fully-qualified jabber ID consists of a node, a domain, and a resource, the user must be connected to the resource in order to be able to recieve the file transfer.",1,1,org.jivesoftware.smackx.filetransfer.FileTransferManager,dataset canonical hint exactly matches an authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.filetransfer.FileTransferManager,resolved_api,1
SMACK-0072,smack,TU,FileTransferListener,org.jivesoftware.smackx.filetransfer.FileTransferListener,org.jivesoftware.smackx.filetransfer.FileTransferListener,resolved,1,File transfers can cause several events to be raised. These events can be monitored through this interface.,dataset_re,data/RE_reference/RE-smack.csv,1,"###  Recieving a file from another user

Description

The user may wish to recieve files from another user. The process of recieving a file is event driven, new file transfer requests are recieved from other users via a listener registered with the file transfer manager.

Usage

In order to recieve a file you must first construct an instance of the  FileTransferManager  class. This class has one constructor with one parameter which is your Connection. In order to instantiate the manager you should call  new FileTransferManager.FileTransferManager(connection) 

Once you have your  FileTransferManager  you will need to register a listener with it. The FileTransferListner interface has one method,  FileTransferListener.fileTransferRequest(request) . When a request is recieved through this method, you can either accept or reject the request. To help you make your decision there are several methods in the  FileTransferRequest  class that return information about the transfer request.",1,1,org.jivesoftware.smackx.filetransfer.FileTransferListener,dataset canonical hint exactly matches an authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.filetransfer.FileTransferListener,resolved_api,1
SMACK-0073,smack,TU,ServiceDiscoveryManager,org.jivesoftware.smackx.ServiceDiscoveryManager,org.jivesoftware.smackx.ServiceDiscoveryManager,resolved,1,Manages discovery of services in XMPP entities. This class provides: A registry of supported features in this XMPP entity. Automatic response when this XMPP entity is queried for information. Ability to discover items and information of remote XMPP entities. Ability to publish publicly available items.,dataset_re,data/RE_reference/RE-smack.csv,1,"###  Discover information about an XMPP entity

Description

Once you have discovered the entity ID and name of an item, you may want to find out more about the item. The information desired generally is of two kinds: 1) The item's identity and 2) The features offered by the item.

This information helps you determine what actions are possible with regard to this item (registration, search, join, etc.) as well as specific feature types of interest, if any (e.g., for the purpose of feature negotiation).

Usage

Once you have your ServiceDiscoveryManager you will be able to discover information associated with an XMPP entity. To discover the information of a given XMPP entity send  ServiceDiscoveryManager.discoverInfo(entityID)  to your  ServiceDiscoveryManager  where entityID is the ID of the entity. The message  ServiceDiscoveryManager.discoverInfo(entityID)  will answer an instance of  DiscoverInfo  that contains the discovered information.

Examples

In this example we can see how to discover the information of a conference room: 

> 
>           // Obtain the ServiceDiscoveryManager associated with my Connection
>     ServiceDiscoveryManager discoManager = ServiceDiscoveryManager.getInstanceFor(connection);
>     // Get the information of a given XMPP entity
>     // This example gets the information of a conference room
>     DiscoverInfo discoInfo = discoManager.discoverInfo(""balconyscene@plays.shakespeare.lit"");
>     // Get the discovered identities of the remote XMPP entity
>     Iterator it = discoInfo.getIdentities();
>     // Display the identities of the remote XMPP entity
>     while (it.hasNext()) {
>     DiscoverInfo.Identity identity = (DiscoverInfo.Identity) it.next();
>     System.out.println(identity.getName());
>     System.out.println(identity.getType());
>     System.out.println(identity.getCategory());
>     }
>     // Check if room is password protected
>     discoInfo.containsFeature(""muc_passwordprotected"");
>",1,1,org.jivesoftware.smackx.ServiceDiscoveryManager,unique authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.ServiceDiscoveryManager,resolved_api,1
SMACK-0074,smack,TU,RosterExchangeManager,org.jivesoftware.smackx.RosterExchangeManager,org.jivesoftware.smackx.RosterExchangeManager,resolved,1,"Manages Roster exchanges. A RosterExchangeManager provides a high level access to send rosters, roster groups and roster entries to XMPP clients. It also provides an easy way to hook up custom logic when entries are received from another XMPP client through RosterExchangeListeners.",dataset_re,data/RE_reference/RE-smack.csv,1,"###  Send a entire roster

Description

Sometimes it is useful to send a whole roster to another user. Smack provides a very easy way to send a complete roster to another XMPP client.

Usage

Create an instance of  RosterExchangeManager  and use the  #RosterExchangeManager.send(Roster, String)  message to send a roster to a given user. The first parameter is the roster to send and the second parameter is the id of the user that will receive the roster entries.

Example

In this example we can see how user1 sends his roster to user2. 

> 
>           // Connect to the server and log in
>     conn1 = new XMPPConnection(host);
>     conn1.login(server_user1, pass1);
>     // Create a new roster exchange manager on conn1
>     RosterExchangeManager rosterExchangeManager = new RosterExchangeManager(conn1);
>     // Send user1's roster to user2
>     rosterExchangeManager.send(conn1.getRoster(), user2);
>",1,1,org.jivesoftware.smackx.RosterExchangeManager,unique authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.RosterExchangeManager,resolved_api,1
SMACK-0075,smack,TU,RosterExchangeManager,org.jivesoftware.smackx.RosterExchangeManager,org.jivesoftware.smackx.RosterExchangeManager,resolved,1,"Manages Roster exchanges. A RosterExchangeManager provides a high level access to send rosters, roster groups and roster entries to XMPP clients. It also provides an easy way to hook up custom logic when entries are received from another XMPP client through RosterExchangeListeners.",dataset_re,data/RE_reference/RE-smack.csv,1,"###  Send a roster group

Description

It is also possible to send a roster group to another XMPP client. A roster group groups a set of roster entries under a name.

Usage

Create an instance of  RosterExchangeManager  and use the  #RosterExchangeManager.send(RosterGroup, String)  message to send a roster group to a given user. The first parameter is the roster group to send and the second parameter is the id of the user that will receive the roster entries.

Example

In this example we can see how user1 sends his roster groups to user2. 

> 
>           // Connect to the server and log in
>     conn1 = new XMPPConnection(host);
>     conn1.login(server_user1, pass1);
>     // Create a new roster exchange manager on conn1
>     RosterExchangeManager rosterExchangeManager = new RosterExchangeManager(conn1);
>     // Send user1's RosterGroups to user2
>     for (Iterator it = conn1.getRoster().getGroups(); it.hasNext(); )
>     rosterExchangeManager.send((RosterGroup)it.next(), user2);
>",1,1,org.jivesoftware.smackx.RosterExchangeManager,unique authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.RosterExchangeManager,resolved_api,1
SMACK-0076,smack,SO,DefaultParticipantStatusListener,org.jivesoftware.smackx.muc.DefaultParticipantStatusListener,org.jivesoftware.smackx.muc.DefaultParticipantStatusListener,resolved,1,Default implementation of the ParticipantStatusListener interface. This class does not provide any behavior by default. It just avoids having to implement all the inteface methods if the user is only interested in implementing some of the methods.,dataset_re,data/RE_reference/RE-smack.csv,1,"smack presence listener in multi user chat 

smack presence listener in multi user chat not getting called. Used Smack Api to login and then added roster.addRosterListener(mRoasterListener); but could not get any success to listen when presence of other user of the chat room changes. I tried following code to get the presence listener to work :
    
    
    connection.login(loginUser, passwordUser);
    MultiUserChatManager manager = 
    MultiUserChatManager.getInstanceFor(connection);
    muc = manager.getMultiUserChat(roomID + ""@"" +context.getString(R.string.group_chat_id));
    Log.d(""Join User: "", ""Already Created"");
    muc.join(Utilities.getUserPhoneNo(context));
    muc.addMessageListener(mGroupMessageListener);
    Roster roster = Roster.getInstanceFor(connection);//luna
    roster.addRosterListener(mRoasterListener);//roasterListener
    Log.d(""Joined User Phone: "", "" "" + Utilities.getUserPhoneNo(context));
    

and this class to listen for presence change...
    
    
    public class RoasterListener implements RosterListener{
    public RoasterListener(Context context){
    }
    @Override
    public void entriesAdded(Collection collection) {
    }
    @Override
    public void entriesUpdated(Collection collection) {
    }
    @Override
    public void entriesDeleted(Collection collection) {
    }
    @Override
    public void presenceChanged(Presence presence) {
    System.out.println(""Presence changed: "" + presence.getFrom() + "" "" + presence);
    }
    }
    

I tried many links available by stackoverflow but could not get any success. Please Help!

For Multi User Chat you don't have to use Roster, because it's normal to meet people you don't have in Roster.

To know who is in a muc, first ask for occupants:
    
    
    muc.join(user,password);
    List occupantsAtJoinTime = muc.getOccupants();
    for (String occupant : occupantsAtJoinTime)
    {
    System.out.println(""occupant: ""+occupant);
    //actions
    }
    

then, to keep Occupants list updated, register a DefaultParticipantStatusListener to your muc and define that Listner:
    
    
    muc.addParticipantStatusListener(new CustomParticipantStatusListner());
    

definied as (there are many methods to implement if you need):
    
    
     public class CustomParticipantStatusListner extends DefaultParticipantStatusListener 
    {
    public void joined(String participant) 
    {
    System.out.println(participant + ""just joined MUC"");
    //actions (add occupantsRightNow)
    }
    public void left(String participant)
    {
    System.out.println(participant + "" just left MUC"");
    //actions (remove occupantsRightNow)
    }
    }
    

All this with smack 4.1.7",1,1,org.jivesoftware.smackx.muc.DefaultParticipantStatusListener,dataset canonical hint exactly matches an authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.muc.DefaultParticipantStatusListener,resolved_api,1
